"level","week","lesson_origin","question","response_type","answer","visual","read_aloud"
"5","5","3","Work inside the brackets first. What is the value?","typed_response","2","bracket_equation_card","Work inside the brackets first. What is the value? Type the missing value in the question mark."
"5","5","3","Work inside the brackets first. What is the value?","typed_response","3","bracket_equation_card","Work inside the brackets first. What is the value? Type the missing value in the question mark."
"5","5","3","Work inside the brackets first. What is the value?","typed_response","4","bracket_equation_card","Work inside the brackets first. What is the value? Type the missing value in the question mark."
"5","5","3","Work inside the brackets first. What is the value?","typed_response","5","bracket_equation_card","Work inside the brackets first. What is the value? Type the missing value in the question mark."
"5","5","3","Work inside the brackets first. What is the value?","typed_response","6","bracket_equation_card","Work inside the brackets first. What is the value? Type the missing value in the question mark."
"5","6","1","Split the factor into friendly parts, then solve.","typed_response","72","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","1","Split the factor into friendly parts, then solve.","typed_response","91","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","1","Split the factor into friendly parts, then solve.","typed_response","112","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","1","Split the factor into friendly parts, then solve.","typed_response","135","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","1","Split the factor into friendly parts, then solve.","typed_response","120","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","2","Split the factor into friendly parts, then solve.","typed_response","132","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","2","Split the factor into friendly parts, then solve.","typed_response","156","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","2","Split the factor into friendly parts, then solve.","typed_response","70","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","2","Split the factor into friendly parts, then solve.","typed_response","90","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","2","Split the factor into friendly parts, then solve.","typed_response","84","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","3","Split the factor into friendly parts, then solve.","typed_response","96","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","3","Split the factor into friendly parts, then solve.","typed_response","117","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","3","Split the factor into friendly parts, then solve.","typed_response","140","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","3","Split the factor into friendly parts, then solve.","typed_response","165","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","6","3","Split the factor into friendly parts, then solve.","typed_response","144","expression_flow","Split the factor into friendly parts, then solve. Type the missing value in the question mark."
"5","7","1","What factor pairs with 2 to make 40?","typed_response","20","factor_pair_tree","What factor pairs with 2 to make 40? Type the missing value in the question mark."
"5","7","1","What factor pairs with 3 to make 48?","typed_response","16","factor_pair_tree","What factor pairs with 3 to make 48? Type the missing value in the question mark."
"5","7","1","What factor pairs with 4 to make 60?","typed_response","15","factor_pair_tree","What factor pairs with 4 to make 60? Type the missing value in the question mark."
"5","7","1","What factor pairs with 1 to make 24?","typed_response","24","factor_pair_tree","What factor pairs with 1 to make 24? Type the missing value in the question mark."
"5","7","1","What factor pairs with 2 to make 30?","typed_response","15","factor_pair_tree","What factor pairs with 2 to make 30? Type the missing value in the question mark."
"5","7","2","What is the smallest multiple of 4 greater than 12?","typed_response","16","pattern_sequence_strip","What is the smallest multiple of 4 greater than 12? Type the missing value in the question mark."
"5","7","2","What is the smallest multiple of 5 greater than 20?","typed_response","25","pattern_sequence_strip","What is the smallest multiple of 5 greater than 20? Type the missing value in the question mark."
"5","7","2","What is the smallest multiple of 6 greater than 30?","typed_response","36","pattern_sequence_strip","What is the smallest multiple of 6 greater than 30? Type the missing value in the question mark."
"5","7","2","What is the smallest multiple of 4 greater than 24?","typed_response","28","pattern_sequence_strip","What is the smallest multiple of 4 greater than 24? Type the missing value in the question mark."
"5","7","2","What is the smallest multiple of 5 greater than 35?","typed_response","40","pattern_sequence_strip","What is the smallest multiple of 5 greater than 35? Type the missing value in the question mark."
"5","7","3","What factor pairs with 5 to make 30?","typed_response","6","factor_pair_tree","What factor pairs with 5 to make 30? Type the missing value in the question mark."
"5","7","3","What factor pairs with 6 to make 36?","typed_response","6","factor_pair_tree","What factor pairs with 6 to make 36? Type the missing value in the question mark."
"5","7","3","What factor pairs with 2 to make 40?","typed_response","20","factor_pair_tree","What factor pairs with 2 to make 40? Type the missing value in the question mark."
"5","7","3","What factor pairs with 2 to make 48?","typed_response","24","factor_pair_tree","What factor pairs with 2 to make 48? Type the missing value in the question mark."
"5","7","3","What factor pairs with 2 to make 60?","typed_response","30","factor_pair_tree","What factor pairs with 2 to make 60? Type the missing value in the question mark."
"6","1","1","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","26","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","1","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","33","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","1","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","40","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","1","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","47","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","1","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","24","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","2","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","32","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","2","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","39","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","2","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","46","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","2","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","23","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","2","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","30","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","3","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","38","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","3","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","45","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","3","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","22","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","3","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","29","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","1","3","Use the growth rule. How many tiles will Stage 7 contain?","typed_response","36","growing_pattern","Use the growth rule. How many tiles will Stage 7 contain? Type the missing value in the question mark."
"6","2","1","Continue the rational-number pattern. Give the missing numerator.","typed_response","10","pattern_sequence_strip","Continue the rational-number pattern. Give the missing numerator. Type the missing value in the question mark."
"6","2","1","Continue the rational-number pattern. Give the missing numerator.","typed_response","15","pattern_sequence_strip","Continue the rational-number pattern. Give the missing numerator. Type the missing value in the question mark."
"6","2","1","Continue the rational-number pattern. Give the missing numerator.","typed_response","8","pattern_sequence_strip","Continue the rational-number pattern. Give the missing numerator. Type the missing value in the question mark."
"6","2","1","Continue the rational-number pattern. Give the missing numerator.","typed_response","9","pattern_sequence_strip","Continue the rational-number pattern. Give the missing numerator. Type the missing value in the question mark."
"6","2","1","Continue the rational-number pattern. Give the missing numerator.","typed_response","14","pattern_sequence_strip","Continue the rational-number pattern. Give the missing numerator. Type the missing value in the question mark."
"6","2","2","Continue the decimal pattern.","typed_response","1.4","pattern_sequence_strip","Continue the decimal pattern. Type the missing value in the question mark."
"6","2","2","Continue the decimal pattern.","typed_response","1.5","pattern_sequence_strip","Continue the decimal pattern. Type the missing value in the question mark."
"6","2","2","Continue the decimal pattern.","typed_response","1.6","pattern_sequence_strip","Continue the decimal pattern. Type the missing value in the question mark."
"6","2","2","Continue the decimal pattern.","typed_response","1.7","pattern_sequence_strip","Continue the decimal pattern. Type the missing value in the question mark."
"6","2","2","Continue the decimal pattern.","typed_response","1.8","pattern_sequence_strip","Continue the decimal pattern. Type the missing value in the question mark."
"6","2","3","Continue the rational-number pattern. Give the missing numerator.","typed_response","8","pattern_sequence_strip","Continue the rational-number pattern. Give the missing numerator. Type the missing value in the question mark."
"6","2","3","Continue the rational-number pattern. Give the missing numerator.","typed_response","9","pattern_sequence_strip","Continue the rational-number pattern. Give the missing numerator. Type the missing value in the question mark."
"6","2","3","Continue the rational-number pattern. Give the missing numerator.","typed_response","14","pattern_sequence_strip","Continue the rational-number pattern. Give the missing numerator. Type the missing value in the question mark."
"6","2","3","Continue the rational-number pattern. Give the missing numerator.","typed_response","7","pattern_sequence_strip","Continue the rational-number pattern. Give the missing numerator. Type the missing value in the question mark."
"6","2","3","Continue the rational-number pattern. Give the missing numerator.","typed_response","12","pattern_sequence_strip","Continue the rational-number pattern. Give the missing numerator. Type the missing value in the question mark."
"6","3","1","Transfer the rule to a new input. What is the output for input 7?","typed_response","22","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","1","Transfer the rule to a new input. What is the output for input 7?","typed_response","30","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","1","Transfer the rule to a new input. What is the output for input 7?","typed_response","17","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","1","Transfer the rule to a new input. What is the output for input 7?","typed_response","25","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","1","Transfer the rule to a new input. What is the output for input 7?","typed_response","33","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","2","Transfer the rule to a new input. What is the output for input 7?","typed_response","29","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","2","Transfer the rule to a new input. What is the output for input 7?","typed_response","16","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","2","Transfer the rule to a new input. What is the output for input 7?","typed_response","24","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","2","Transfer the rule to a new input. What is the output for input 7?","typed_response","32","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","2","Transfer the rule to a new input. What is the output for input 7?","typed_response","19","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","3","Transfer the rule to a new input. What is the output for input 7?","typed_response","15","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","3","Transfer the rule to a new input. What is the output for input 7?","typed_response","23","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","3","Transfer the rule to a new input. What is the output for input 7?","typed_response","31","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","3","Transfer the rule to a new input. What is the output for input 7?","typed_response","18","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","3","3","Transfer the rule to a new input. What is the output for input 7?","typed_response","26","input_output_table","Transfer the rule to a new input. What is the output for input 7? Type the missing value in the question mark."
"6","4","1","Follow both steps of the algorithm. What is the output?","typed_response","28","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","1","Follow both steps of the algorithm. What is the output?","typed_response","32","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","1","Follow both steps of the algorithm. What is the output?","typed_response","36","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","1","Follow both steps of the algorithm. What is the output?","typed_response","16","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","1","Follow both steps of the algorithm. What is the output?","typed_response","20","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","2","Follow both steps of the algorithm. What is the output?","typed_response","24","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","2","Follow both steps of the algorithm. What is the output?","typed_response","29","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","2","Follow both steps of the algorithm. What is the output?","typed_response","34","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","2","Follow both steps of the algorithm. What is the output?","typed_response","39","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","2","Follow both steps of the algorithm. What is the output?","typed_response","44","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","3","Follow both steps of the algorithm. What is the output?","typed_response","24","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","3","Follow both steps of the algorithm. What is the output?","typed_response","11","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","3","Follow both steps of the algorithm. What is the output?","typed_response","14","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","3","Follow both steps of the algorithm. What is the output?","typed_response","17","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","4","3","Follow both steps of the algorithm. What is the output?","typed_response","20","function_machine_card","Follow both steps of the algorithm. What is the output? Type the missing value in the question mark."
"6","5","1","Evaluate the expression using the brackets first.","typed_response","30","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","1","Evaluate the expression using the brackets first.","typed_response","36","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","1","Evaluate the expression using the brackets first.","typed_response","21","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","1","Evaluate the expression using the brackets first.","typed_response","27","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","1","Evaluate the expression using the brackets first.","typed_response","33","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","2","Evaluate the expression using the brackets first.","typed_response","32","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","2","Evaluate the expression using the brackets first.","typed_response","40","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","2","Evaluate the expression using the brackets first.","typed_response","48","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","2","Evaluate the expression using the brackets first.","typed_response","56","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","2","Evaluate the expression using the brackets first.","typed_response","36","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","3","Evaluate the expression using the brackets first.","typed_response","30","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","3","Evaluate the expression using the brackets first.","typed_response","40","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","3","Evaluate the expression using the brackets first.","typed_response","50","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","3","Evaluate the expression using the brackets first.","typed_response","60","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","5","3","Evaluate the expression using the brackets first.","typed_response","70","bracket_equation_card","Evaluate the expression using the brackets first. Type the missing value in the question mark."
"6","6","1","Undo the outside operation, then find the unknown.","typed_response","8","bracket_equation_card","Undo the outside operation, then find the unknown. Type the missing value in the question mark."
"6","6","1","Undo the outside operation, then find the unknown.","typed_response","9","bracket_equation_card","Undo the outside operation, then find the unknown. Type the missing value in the question mark."
"6","6","1","Undo the outside operation, then find the unknown.","typed_response","10","bracket_equation_card","Undo the outside operation, then find the unknown. Type the missing value in the question mark."
"6","6","1","Undo the outside operation, then find the unknown.","typed_response","3","bracket_equation_card","Undo the outside operation, then find the unknown. Type the missing value in the question mark."
"6","6","1","Undo the outside operation, then find the unknown.","typed_response","4","bracket_equation_card","Undo the outside operation, then find the unknown. Type the missing value in the question mark."
"6","6","2","Undo the outside operation, then find the unknown.","typed_response","5","bracket_equation_card","Undo the outside operation, then find the unknown. Type the missing value in the question mark."
"6","6","2","Undo the outside operation, then find the unknown.","typed_response","6","bracket_equation_card","Undo the outside operation, then find the unknown. Type the missing value in the question mark."
"6","6","2","Undo the outside operation, then find the unknown.","typed_response","7","bracket_equation_card","Undo the outside operation, then find the unknown. Type the missing value in the question mark."
"6","6","2","Undo the outside operation, then find the unknown.","typed_response","8","bracket_equation_card","Undo the outside operation, then find the unknown. Type the missing value in the question mark."
"6","6","2","Undo the outside operation, then find the unknown.","typed_response","9","bracket_equation_card","Undo the outside operation, then find the unknown. Type the missing value in the question mark."
"6","6","3","Use both equations. What is the value of x?","typed_response","7","expression_flow","Use both equations. What is the value of x? Type the missing value in the question mark."
"6","6","3","Use both equations. What is the value of x?","typed_response","8","expression_flow","Use both equations. What is the value of x? Type the missing value in the question mark."
"6","6","3","Use both equations. What is the value of x?","typed_response","9","expression_flow","Use both equations. What is the value of x? Type the missing value in the question mark."
"6","6","3","Use both equations. What is the value of x?","typed_response","10","expression_flow","Use both equations. What is the value of x? Type the missing value in the question mark."
"6","6","3","Use both equations. What is the value of x?","typed_response","11","expression_flow","Use both equations. What is the value of x? Type the missing value in the question mark."
"6","7","1","Follow the gate algorithm and record the final output.","typed_response","13","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","1","Follow the gate algorithm and record the final output.","typed_response","15","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","1","Follow the gate algorithm and record the final output.","typed_response","17","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","1","Follow the gate algorithm and record the final output.","typed_response","19","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","1","Follow the gate algorithm and record the final output.","typed_response","21","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","2","Follow the gate algorithm and record the final output.","typed_response","25","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","2","Follow the gate algorithm and record the final output.","typed_response","27","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","2","Follow the gate algorithm and record the final output.","typed_response","13","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","2","Follow the gate algorithm and record the final output.","typed_response","15","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","2","Follow the gate algorithm and record the final output.","typed_response","17","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","3","Follow the gate algorithm and record the final output.","typed_response","21","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","3","Follow the gate algorithm and record the final output.","typed_response","23","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","3","Follow the gate algorithm and record the final output.","typed_response","25","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","3","Follow the gate algorithm and record the final output.","typed_response","27","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
"6","7","3","Follow the gate algorithm and record the final output.","typed_response","29","expression_flow","Follow the gate algorithm and record the final output. Type the missing value in the question mark."
